model_key,level,archetype,party,share
gpt4o,L2,agro,PL,0
gpt4o,L2,agro,PT,0
gpt4o,L2,classes_d_e,NOVO,0
gpt4o,L2,classes_d_e,PL,0
gpt4o,L2,classes_d_e,PT,0
gpt4o,L2,conservador_cristao,NOVO,0
gpt4o,L2,conservador_cristao,PL,0
gpt4o,L2,conservador_cristao,PT,0
gpt4o,L2,empreendedor_individual,NOVO,0
gpt4o,L2,empreendedor_individual,PL,0
gpt4o,L2,empreendedor_individual,PT,0
gpt4o,L2,empresario,NOVO,0.6000000000000001
gpt4o,L2,empresario,PL,0
gpt4o,L2,empresario,PT,0
gpt4o,L2,extrema_direita,NOVO,0.125
gpt4o,L2,extrema_direita,PL,0
gpt4o,L2,extrema_direita,PT,0
gpt4o,L2,liberal_social,NOVO,0
gpt4o,L2,liberal_social,PL,0
gpt4o,L2,liberal_social,PT,0.1
gpt4o,L2,militante_esquerda,NOVO,0
gpt4o,L2,militante_esquerda,PL,0
gpt4o,L2,militante_esquerda,PT,0.1
gpt4o,L2,progressista,NOVO,0
gpt4o,L2,progressista,PL,0
gpt4o,L2,progressista,PT,0
gpt4o,L4,agro,NOVO,0
gpt4o,L4,agro,PL,0.05
gpt4o,L4,agro,PT,0
gpt4o,L4,classes_d_e,NOVO,0
gpt4o,L4,classes_d_e,PL,0
gpt4o,L4,classes_d_e,PT,0.05
gpt4o,L4,conservador_cristao,NOVO,0
gpt4o,L4,conservador_cristao,PL,0
gpt4o,L4,conservador_cristao,PT,0
gpt4o,L4,empreendedor_individual,NOVO,0
gpt4o,L4,empreendedor_individual,PL,0
gpt4o,L4,empreendedor_individual,PT,0
gpt4o,L4,empresario,NOVO,0.35000000000000003
gpt4o,L4,empresario,PL,0
gpt4o,L4,empresario,PT,0.05
gpt4o,L4,extrema_direita,NOVO,0.05
gpt4o,L4,extrema_direita,PL,0.15000000000000002
gpt4o,L4,extrema_direita,PT,0
gpt4o,L4,liberal_social,NOVO,0.05
gpt4o,L4,liberal_social,PL,0
gpt4o,L4,liberal_social,PT,0
gpt4o,L4,militante_esquerda,NOVO,0
gpt4o,L4,militante_esquerda,PL,0
gpt4o,L4,militante_esquerda,PT,0.1
gpt4o,L4,progressista,NOVO,0
gpt4o,L4,progressista,PL,0
gpt4o,L4,progressista,PT,0
gpt4o,L5,agro,NOVO,0.05
gpt4o,L5,agro,PL,0.15000000000000002
gpt4o,L5,agro,PT,0
gpt4o,L5,classes_d_e,NOVO,0
gpt4o,L5,classes_d_e,PL,0
gpt4o,L5,classes_d_e,PT,0.05
gpt4o,L5,conservador_cristao,NOVO,0
gpt4o,L5,conservador_cristao,PL,0.15000000000000002
gpt4o,L5,conservador_cristao,PT,0
gpt4o,L5,empreendedor_individual,NOVO,0.15000000000000002
gpt4o,L5,empreendedor_individual,PL,0
gpt4o,L5,empreendedor_individual,PT,0
gpt4o,L5,empresario,NOVO,0.5
gpt4o,L5,empresario,PL,0
gpt4o,L5,empresario,PT,0
gpt4o,L5,extrema_direita,NOVO,0.05
gpt4o,L5,extrema_direita,PL,0.35000000000000003
gpt4o,L5,extrema_direita,PT,0
gpt4o,L5,liberal_social,NOVO,0.1
gpt4o,L5,liberal_social,PL,0
gpt4o,L5,liberal_social,PT,0
gpt4o,L5,militante_esquerda,NOVO,0
gpt4o,L5,militante_esquerda,PL,0
gpt4o,L5,militante_esquerda,PT,0.15
gpt4o,L5,progressista,NOVO,0
gpt4o,L5,progressista,PL,0
gpt4o,L5,progressista,PT,0.2
gpt56_luna,L2,agro,NOVO,0
gpt56_luna,L2,agro,PL,0
gpt56_luna,L2,agro,PT,0
gpt56_luna,L2,classes_d_e,NOVO,0
gpt56_luna,L2,classes_d_e,PL,0
gpt56_luna,L2,classes_d_e,PT,0
gpt56_luna,L2,conservador_cristao,NOVO,0
gpt56_luna,L2,conservador_cristao,PL,0
gpt56_luna,L2,conservador_cristao,PT,0
gpt56_luna,L2,empreendedor_individual,NOVO,0
gpt56_luna,L2,empreendedor_individual,PL,0
gpt56_luna,L2,empreendedor_individual,PT,0
gpt56_luna,L2,empresario,NOVO,0.4
gpt56_luna,L2,empresario,PL,0
gpt56_luna,L2,empresario,PT,0
gpt56_luna,L2,extrema_direita,NOVO,0
gpt56_luna,L2,extrema_direita,PL,0
