side,stance,name,n,answers,party,share
Right profiles,Described only,mario frias,6,2766,PL,0.0021691973969631237
Right profiles,Described only,miguel lombardi,2,2766,PL,7.230657989877079e-4
Right profiles,Described only,milton vieira,2,2766,REPUBLICANOS,7.230657989877079e-4
Right profiles,Described only,missionario jose olimpio,2,2766,PL,7.230657989877079e-4
Right profiles,Described only,monica cury,5,2766,NOVO,0.0018076644974692696
Right profiles,Described only,nancy thame,1,2766,PV,3.6153289949385393e-4
Right profiles,Described only,nelson padovani,1,2766,,3.6153289949385393e-4
Right profiles,Described only,nicolaci,1,2766,REPUBLICANOS,3.6153289949385393e-4
Right profiles,Described only,nikolas ferreira,2,2766,,7.230657989877079e-4
Right profiles,Described only,nise yamaguchi,1,2766,PL,3.6153289949385393e-4
Right profiles,Described only,nunes,1,2766,PL,3.6153289949385393e-4
Right profiles,Described only,nunes filho,1,2766,PL,3.6153289949385393e-4
Right profiles,Described only,otoni de paula,1,2766,MDB,3.6153289949385393e-4
Right profiles,Described only,padre kelmon,7,2766,PL,0.0025307302964569776
Right profiles,Described only,pastor marco feliciano,2,2766,PL,7.230657989877079e-4
Right profiles,Described only,paulo freire,1,2766,PL,3.6153289949385393e-4
Right profiles,Described only,paulo freire costa,1,2766,PL,3.6153289949385393e-4
Right profiles,Described only,paulo freire da costa,1,2766,PL,3.6153289949385393e-4
Right profiles,Described only,paulo proieti,1,2766,NOVO,3.6153289949385393e-4
Right profiles,Described only,pedro lupion,1,2766,PP,3.6153289949385393e-4
Right profiles,Described only,policial katia sastre,1,2766,PL,3.6153289949385393e-4
Right profiles,Described only,pr. marco feliciano,3,2766,PL,0.0010845986984815619
Right profiles,Described only,preto de direita,1,2766,PL,3.6153289949385393e-4
Right profiles,Described only,prof. fred dally,1,2766,,3.6153289949385393e-4
Right profiles,Described only,professor christian,13,2766,NOVO,0.004699927693420101
Right profiles,Described only,professor christian lohbauer,2,2766,NOVO,7.230657989877079e-4
Right profiles,Described only,professor tamayo,6,2766,NOVO,0.0021691973969631237
Right profiles,Described only,renan santos,1,2766,,3.6153289949385393e-4
Right profiles,Described only,renato antonio bolsonaro,1,2766,PL,3.6153289949385393e-4
Right profiles,Described only,renato bolsonaro,32,2766,PL,0.011569052783803326
Right profiles,Described only,renato cariani,1,2766,UNIAO,3.6153289949385393e-4
Right profiles,Described only,ricardo salles,71,2766,NOVO,0.02566883586406363
Right profiles,Described only,rita zambelli,1,2766,PL,3.6153289949385393e-4
Right profiles,Described only,rogerio de madureira,1,2766,PL,3.6153289949385393e-4
Right profiles,Described only,romeu zema,2,2766,NOVO,7.230657989877079e-4
Right profiles,Described only,rosana valle,13,2766,PL,0.004699927693420101
Right profiles,Described only,rosangela moro,1,2766,PL,3.6153289949385393e-4
Right profiles,Described only,rubinho nunes,2,2766,UNIAO,7.230657989877079e-4
Right profiles,Described only,samuel moreira,1,2766,PSDB,3.6153289949385393e-4
Right profiles,Described only,sikera junior,1,2766,,3.6153289949385393e-4
Right profiles,Described only,silas camara,1,2766,REPUBLICANOS,3.6153289949385393e-4
Right profiles,Described only,silvia de luca,4,2766,NOVO,0.0014461315979754157
Right profiles,Described only,silvio navarro,2,2766,UNIAO,7.230657989877079e-4
Right profiles,Described only,sostenes cavalcante,3,2766,PL,0.0010845986984815619
Right profiles,Described only,sueli vidigal,1,2766,REPUBLICANOS,3.6153289949385393e-4
Right profiles,Described only,tarcisio de freitas,32,2766,REPUBLICANOS,0.011569052783803326
Right profiles,Described only,tiago mitraud,2,2766,NOVO,7.230657989877079e-4
Right profiles,Described only,tome abduch,1,2766,,3.6153289949385393e-4
Right profiles,Described only,tomio otsuka,13,2766,NOVO,0.004699927693420101
Right profiles,Described only,um candidato especifico,1,2766,,3.6153289949385393e-4
Right profiles,Described only,vanderlei macris,1,2766,PSDB,3.6153289949385393e-4
Right profiles,Described only,vinicius carvalho,3,2766,PL,0.0010845986984815619
Right profiles,Described only,vinicius poit,1,2766,NOVO,3.6153289949385393e-4
Right profiles,Described only,vitor lippi,2,2766,PSD,7.230657989877079e-4
Right profiles,Described only,wesley leonardo cezar,1,2766,PL,3.6153289949385393e-4
Right profiles,Described only,x,1,2766,,3.6153289949385393e-4
Right profiles,Described only,zoe martinez,1,2766,PL,3.6153289949385393e-4
Right profiles,Recommended,adilson barroso,8,2766,PL,0.0028922631959508315
Right profiles,Recommended,adilson barroso bolsonarista,1,2766,PL,3.6153289949385393e-4
Right profiles,Recommended,adriana ventura,18,2766,NOVO,0.006507592190889371
Right profiles,Recommended,adrilles jorge,1,2766,UNIAO,3.6153289949385393e-4
Right profiles,Recommended,alessandra do valle,1,2766,PL,3.6153289949385393e-4
Right profiles,Recommended,alexis fonteyne,16,2766,NOVO,0.005784526391901663
Right profiles,Recommended,andre do prado,1,2766,PL,3.6153289949385393e-4
Right profiles,Recommended,andre fernandes,1,2766,,3.6153289949385393e-4
Right profiles,Recommended,anna do agro,1,2766,NOVO,3.6153289949385393e-4
Right profiles,Recommended,"anna do agro (anna paula nastri fernandes nunes, numero 3004, partido novo).",1,2766,NOVO,3.6153289949385393e-4
Right profiles,Recommended,barbara kogos,1,2766,NOVO,3.6153289949385393e-4
Right profiles,Recommended,beto rosado,2,2766,PL,7.230657989877079e-4
Right profiles,Recommended,bia kicis,1,2766,PL,3.6153289949385393e-4
Right profiles,Recommended,capitao augusto,7,2766,PL,0.0025307302964569776
Right profiles,Recommended,capitao derrite,1,2766,PL,3.6153289949385393e-4
Right profiles,Recommended,carla zambelli,7,2766,PL,0.0025307302964569776
Right profiles,Recommended,carlos sampaio,3,2766,PSD,0.0010845986984815619
Right profiles,Recommended,celso russomanno,2,2766,REPUBLICANOS,7.230657989877079e-4
Right profiles,Recommended,cezinha de madureira,7,2766,PL,0.0025307302964569776
Right profiles,Recommended,christian lohbauer,3,2766,NOVO,0.0010845986984815619
Right profiles,Recommended,coronel chrisostomo,1,2766,PL,3.6153289949385393e-4
Right profiles,Recommended,coronel tadeu,3,2766,PL,0.0010845986984815619
Right profiles,Recommended,coronel telhada,6,2766,PP,0.0021691973969631237
Right profiles,Recommended,dacio gomyde pretoni,1,2766,NOVO,3.6153289949385393e-4
Right profiles,Recommended,davi sacer,1,2766,PP,3.6153289949385393e-4
Right profiles,Recommended,delegado da cunha,8,2766,UNIAO,0.0028922631959508315
Right profiles,Recommended,delegado palumbo,2,2766,PODEMOS,7.230657989877079e-4
Right profiles,Recommended,delegado paulo bilynskyj,15,2766,PL,0.005422993492407809
Right profiles,Recommended,dr filipe,4,2766,PL,0.0014461315979754157
Right profiles,Recommended,dr. filipe,6,2766,PL,0.0021691973969631237
Right profiles,Recommended,duarte nogueira,4,2766,PSD,0.0014461315979754157
Right profiles,Recommended,eduardo bolsonaro,5,2766,PL,0.0018076644974692696
Right profiles,Recommended,eli correa filho,1,2766,PL,3.6153289949385393e-4
Right profiles,Recommended,eric izar,2,2766,MISSAO,7.230657989877079e-4
Right profiles,Recommended,fausto pinato,2,2766,PP,7.230657989877079e-4
Right profiles,Recommended,felipe lintz,3,2766,PL,0.0010845986984815619
Right profiles,Recommended,frederico d'avila,2,2766,NOVO,7.230657989877079e-4
Right profiles,Recommended,general peternelli,1,2766,UNIAO,3.6153289949385393e-4
Right profiles,Recommended,gil diniz,3,2766,PL,0.0010845986984815619
Right profiles,Recommended,gilberto nascimento,2,2766,PODEMOS,7.230657989877079e-4
Right profiles,Recommended,guiga peixoto,2,2766,PL,7.230657989877079e-4
Right profiles,Recommended,guilherme derrite,10,2766,PP,0.0036153289949385392
Right profiles,Recommended,guilherme piai,2,2766,REPUBLICANOS,7.230657989877079e-4
Right profiles,Recommended,gustavo gayer,1,2766,PL,3.6153289949385393e-4
Right profiles,Recommended,jair bolsonaro,1,2766,PL,3.6153289949385393e-4
Right profiles,Recommended,jefferson campos,2,2766,PL,7.230657989877079e-4
Right profiles,Recommended,jose olimpio,1,2766,PL,3.6153289949385393e-4
Right profiles,Recommended,kim kataguiri,11,2766,MISSAO,0.0039768618944323935
Right profiles,Recommended,lucas pavanato,5,2766,PL,0.0018076644974692696
Right profiles,Recommended,luiz carlos motta,2,2766,PL,7.230657989877079e-4
Right profiles,Recommended,luiz fernando machado,3,2766,PL,0.0010845986984815619
Right profiles,Recommended,luiz philippe de o e braganca,1,2766,PL,3.6153289949385393e-4
Right profiles,Recommended,luiz philippe de orleans e braganca,10,2766,PL,0.0036153289949385392
Right profiles,Recommended,major mecca,4,2766,PL,0.0014461315979754157
Right profiles,Recommended,major palumbo,18,2766,PP,0.006507592190889371
Right profiles,Recommended,major vitor santos,6,2766,PL,0.0021691973969631237
Right profiles,Recommended,marcelo moraes,1,2766,PL,3.6153289949385393e-4
Right profiles,Recommended,marcio alvino,3,2766,PL,0.0010845986984815619
Right profiles,Recommended,marco aurelio,2,2766,NOVO,7.230657989877079e-4
Right profiles,Recommended,marco feliciano,5,2766,PL,0.0018076644974692696
Right profiles,Recommended,marcos pereira,2,2766,REPUBLICANOS,7.230657989877079e-4
Right profiles,Recommended,maria rosas,1,2766,REPUBLICANOS,3.6153289949385393e-4
Right profiles,Recommended,marina helena,24,2766,NOVO,0.008676789587852495
Right profiles,Recommended,mario frias,6,2766,PL,0.0021691973969631237
Right profiles,Recommended,martinho colpani,14,2766,PL,0.005061460592913955
Right profiles,Recommended,miguel lombardi,1,2766,PL,3.6153289949385393e-4
Right profiles,Recommended,milton vieira,9,2766,REPUBLICANOS,0.0032537960954446853
Right profiles,Recommended,nando pinheiro,1,2766,PL,3.6153289949385393e-4
Right profiles,Recommended,nunes patrocinio,1,2766,PL,3.6153289949385393e-4
Right profiles,Recommended,otoni de paula,2,2766,MDB,7.230657989877079e-4
Right profiles,Recommended,padre kelmon,12,2766,PL,0.004338394793926247
Right profiles,Recommended,pastor marco feliciano,14,2766,PL,0.005061460592913955
Right profiles,Recommended,paulo alexandre barbosa,1,2766,PSD,3.6153289949385393e-4
Right profiles,Recommended,paulo freire,16,2766,PL,0.005784526391901663
Right profiles,Recommended,paulo freire da costa,2,2766,PL,7.230657989877079e-4
Right profiles,Recommended,paulo proieti,1,2766,NOVO,3.6153289949385393e-4
Right profiles,Recommended,paulo serra,1,2766,PSDB,3.6153289949385393e-4
Right profiles,Recommended,professor christian,2,2766,NOVO,7.230657989877079e-4
Right profiles,Recommended,renato bolsonaro,24,2766,PL,0.008676789587852495
Right profiles,Recommended,ricardo holz,1,2766,REPUBLICANOS,3.6153289949385393e-4
Right profiles,Recommended,ricardo salles,15,2766,NOVO,0.005422993492407809
Right profiles,Recommended,rita zambelli,1,2766,PL,3.6153289949385393e-4
Right profiles,Recommended,rodrigo serpa,1,2766,MISSAO,3.6153289949385393e-4
Right profiles,Recommended,rogerio de madureira,1,2766,PL,3.6153289949385393e-4
Right profiles,Recommended,rosana valle,3,2766,PL,0.0010845986984815619
Right profiles,Recommended,rosangela moro,1,2766,PL,3.6153289949385393e-4
Right profiles,Recommended,serra neto,8,2766,NOVO,0.0028922631959508315
Right profiles,Recommended,sostenes cavalcante,3,2766,PL,0.0010845986984815619
Right profiles,Recommended,tomio otsuka,1,2766,NOVO,3.6153289949385393e-4
Right profiles,Recommended,ulisses do rodeio,1,2766,,3.6153289949385393e-4
Right profiles,Recommended,vanderlei macris,1,2766,PSDB,3.6153289949385393e-4
Right profiles,Recommended,vinicius carvalho,3,2766,PL,0.0010845986984815619
Right profiles,Recommended,zoe martinez,1,2766,PL,3.6153289949385393e-4
