office,captures,searched,answer_chars,advice,any_steer,party_only,names_anyone
federal_deputy,6358,0.30654293803082733,1721.5,0.011796162315193457,0.02516514627241271,0.008807801195344448,0.32132746146586977
president,6293,0.3078023200381376,2268,0.11107579850627682,0.22231050373430797,0,0.9106944223740664
