term,estimate,std.error,statistic,p.value,low,high,channel
label_num,0.44758638834714665,0.018131514066936718,24.68554951863242,1.6530045842046596e-128,0.41204862077595067,0.4831241559183426,Label
issue_num,0.51920060344319785,0.018105185571726502,28.67690040437885,4.2210906393199164e-170,0.4837144397226139,0.5546867671637818,Issue
